id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT
a0010328,2010328, 10328 (1991 GC1),10328,0,0,N,N,14,0,8848.00,285.00,0,0,0,11980.06,0,0.0519,15.357,0,0,0,0,0,0,0,944.35,JPL 15,2457200.5,57200,20150627,J2000,0.203995809,2.537206771,2.019627223,13.81967847,14.60332114,222.4935703,334.7981686,3.054786318,0.243876684,2457303.838,20151008.34,1476.155875,4.041494525,1.03166,401.4911222,3.378,8.57E-08,1.45E-08,0.000000222,0.000010182,0.000023264,0.000039086,0.000034774,1.75E-08,2.10E-09,0.0001431,0.000012687,MBA,Otto Matic,8860,33313,42173,1095,0,0,0,0.56,0,0,0,0,0
a0010386,2010386, 10386 Romulus (1996 TS15),10386,Romulus,0,N,N,12.4,0,16064.00,382.00,0,0,0,18684.77,0,0.0611,0,0,0,0,0,0,0,0,1592.79,JPL 9,2457200.5,57200,20150627,J2000,0.086063447,3.248624924,2.969037065,22.97798724,32.36487025,287.0087126,139.9160432,3.528212783,0.168327362,2456369.286,20130317.79,2138.689734,5.855413372,2.04879,797.3276043,3.051,0.000000124,5.78E-08,0.000000429,0.000013504,0.000023357,0.000092785,0.00008688,6.28E-08,4.49E-09,0.00052724,0.000057096,OMB,Otto Matic,8771,33160,41931,558,0,0,0,0.6,0,0,0,0,0
a0010484,2010484, 10484 Hecht (1983 WM),10484,Hecht,0,N,N,13.9,0,4623.00,552.00,0,0,0,5159.80,0,0,5.508,0,0,0,0,0,0,0,798.45,JPL 12,2457200.5,57200,20150627,J2000,0.078340092,2.320253646,2.138484763,5.729622629,253.3096575,190.151691,322.5127636,2.50202253,0.27886941,2457334.926,20151108.43,1290.926817,3.534365001,1.15519,449.5652923,3.567,4.98E-08,0.000000014,0.000000119,0.00000522,0.00005742,0.000072912,0.000048242,0.000000015,2.52E-09,0.0001737,0.000011644,MBA,Otto Matic,22064,19909,41973,952,0,0,0,0.54,0,0,0,0,0
a0010583,2010583, 10583 Kanetugu (1995 WC4),10583,Kanetugu,0,N,N,12,0,20602.00,312.00,0,0,0,20687.96,0,0.0485,0,0,0,0,0,0,0,0,1018.75,JPL 21,2457200.5,57200,20150627,J2000,0.225530235,3.110534445,2.40901488,14.67940271,61.69592926,274.3526193,264.8322557,3.81205401,0.179660065,2457730.21,20161207.71,2003.784207,5.486062168,1.4549,566.203433,3.13,0.000000049,3.19E-08,0.000000161,0.00000664,0.000020459,0.000025541,0.000018703,3.91E-08,2.76E-09,0.00010866,0.000030795,MBA,Otto Matic,15204,27018,42222,1292,0,0,0,0.46,0,0,0,0,0
a0010611,2010611, 10611 Yanjici (1997 BB1),10611,Yanjici,0,N,N,12,0,17310.00,220.00,0,0,0,18072.04,0,0,13.6371,0,0,0,0,0,0,0,1137.65,JPL 14,2457200.5,57200,20150627,J2000,0.080694635,3.194084011,2.936338568,11.44595591,254.1124315,354.9895028,248.2551094,3.451829453,0.172657152,2457847.707,20170404.21,2085.056986,5.70857491,1.92231,748.1053827,3.16,0.000000063,4.02E-08,0.000000202,0.00000698,0.00003306,0.000054931,0.000045925,4.34E-08,3.26E-09,0.00026988,0.000039327,MBA,Otto Matic,15121,26966,42087,1113,0,0,0,0.46,0,0,0,0,0
a0010672,2010672, 10672 Kostyukova (1978 QE),10672,Kostyukova,0,N,N,11.7,0,21854.00,149.00,0,0,0,25142.45,0,0.0719,78.4683,0,0,0,0,0,0,0,818.93,JPL 14,2457200.5,57200,20150627,J2000,0.118720586,3.031683106,2.671759911,15.0064458,283.4007765,62.9749233,331.8177684,3.391606301,0.186714639,2457351.437,20151124.94,1928.075927,5.278784196,1.70066,661.8458522,3.18,6.13E-08,2.62E-08,0.000000196,0.00000636,0.0000221,0.000033429,0.000024608,2.93E-08,2.42E-09,0.00013224,0.000025003,MBA,Otto Matic,13529,28733,42262,1051,0,0,0,0.48,0,0,0,0,0
a0010714,2010714, 10714 (1983 QG),10714,0,0,N,N,13.5,0,10535.00,191.00,0,0,0,11574.41,0,0.0778,0,0,0,0,0,0,0,0,1019.16,JPL 14,2457200.5,57200,20150627,J2000,0.346292685,2.645019762,1.729068766,14.2837995,80.49150713,279.792007,147.6687698,3.560970759,0.229118782,2456555.993,20130920.49,1571.237402,4.301813559,0.794681,309.2660048,3.264,6.47E-08,0.000000022,0.000000174,0.00000698,0.000026692,0.000027984,0.000010152,2.96E-08,2.86E-09,0.000043241,0.000019608,MBA,Otto Matic,12867,29214,42081,802,0,0,0,0.56,0,0,0,0,0
a0010766,2010766, 10766 (1990 UB1),10766,0,0,N,N,12,0,21495.00,451.00,0,0,0,23168.88,0,0.0354,0,0,0,0,0,0,0,0,1716.92,JPL 16,2457200.5,57200,20150627,J2000,0.158251275,3.138742661,2.642032634,14.78809254,32.52926253,14.96575127,148.7697942,3.635452688,0.177243578,2456361.148,20130309.65,2031.103209,5.560857519,1.65417,643.7533389,3.141,7.07E-08,2.98E-08,0.00000022,0.00000831,0.000022631,0.000030735,0.000022145,3.46E-08,2.53E-09,0.0001206,0.000028963,MBA,Otto Matic,14291,27854,42145,1050,0,0,0,0.52,0,0,0,0,0
a0010784,2010784, 10784 Noailles (1991 RQ11),10784,Noailles,0,N,N,13.4,0,6146.00,146.00,0,0,0,6312.31,0,0.0309,0,0,0,0,0,0,0,0,505.75,JPL 13,2457200.5,57200,20150627,J2000,0.041684017,2.624324175,2.5149318,15.93940891,134.5324383,56.17962049,341.5037925,2.73371655,0.231834386,2457280.282,20150914.78,1552.832631,4.25142404,1.54921,602.9060557,3.347,0.000000078,2.27E-08,0.000000217,0.00000761,0.000019889,0.000088609,0.000084619,2.36E-08,3.01E-09,0.00036494,0.000020142,MBA,Otto Matic,9179,32992,42171,1077,0,0,0,0.47,0,0,0,0,0
a0010944,2010944, 10944 (1999 FJ26),10944,0,0,N,N,12.7,0,14661.00,52.00,0,0,0,15637.51,0,0.0412,12.5783,0,0,0,0,0,0,0,1054.97,JPL 17,2457200.5,57200,20150627,J2000,0.168195842,2.544336731,2.116389873,4.267301967,261.8430943,343.7373962,323.7465936,2.972283589,0.242852284,2457349.782,20151123.28,1482.382598,4.058542364,1.10327,429.3595859,3.42,5.02E-08,1.59E-08,0.00000013,0.00000482,0.00007988,0.000082817,0.00002493,1.85E-08,2.27E-09,0.0001032,0.000013865,MBA,Otto Matic,32628,9589,42217,1455,0,0,0,0.51,0,0,0,0,0
a0010989,2010989, 10989 Dolios (1973 SL1),10989,Dolios,0,N,N,11.3,0,22910.00,660.00,0,0,0,23195.61,0,0,0,0,0,0,0,0,0,0,2467.52,JPL 12,2457200.5,57200,20150627,J2000,0.086037213,5.168408916,4.723733416,10.58336014,187.3567454,206.717581,175.2484544,5.613084416,0.083881999,2455111.274,20091006.77,4291.743197,11.75015249,3.73364,1453.020679,2.959,9.86E-08,0.000000143,0.000000501,0.00000955,0.000037001,0.000060038,0.000051683,0.000000155,3.48E-09,0.0005928,0.00017829,TJN,Otto Matic,15222,26926,42148,693,0,0,0,0.55,0,0,0,0,0
a0011004,2011004, 11004 Stenmark (1980 FJ1),11004,Stenmark,0,N,N,11.8,0,23040.00,90.00,0,0,0,25139.12,0,0.0396,0,0,0,0,0,0,0,0,2450.05,JPL 14,2457200.5,57200,20150627,J2000,0.160403076,3.215377897,2.699621392,16.77861591,351.7566082,347.4049387,228.3149223,3.731134401,0.170944858,2457970.837,20170805.34,2105.942261,5.765755677,1.69411,659.2967887,3.104,7.35E-08,3.36E-08,0.00000024,0.000008052,0.000019956,0.00003038,0.000029571,0.000000039,2.68E-09,0.00017997,0.000033037,OMB,Otto Matic,14109,28019,42128,1103,0,0,0,0.46,0,0,0,0,0
a0011072,2011072, 11072 Hiraoka (1992 GP),11072,Hiraoka,0,N,N,13.3,0,8750.00,110.00,0,0,0,8600.77,0,0,4.7512,0,0,0,0,0,0,0,514.20,JPL 17,2457200.5,57200,20150627,J2000,0.113671399,2.387874738,2.116441676,12.06984034,183.1724926,67.01247274,71.16316412,2.6593078,0.267107918,2456934.079,20141003.58,1347.769855,3.689992758,1.13695,442.4668315,3.495,4.81E-08,1.42E-08,0.000000115,0.000007683,0.000024007,0.000042842,0.000034345,1.58E-08,2.38E-09,0.0001285,0.000012,MBA,Otto Matic,22071,20200,42271,1175,0,0,0,0.52,0,0,0,0,0
a0011096,2011096, 11096 (1994 RU1),11096,0,0,N,N,13.1,0,12070.00,121.00,0,0,0,14494.49,0,0.0697,0,0,0,0,0,0,0,0,1013.88,JPL 16,2457200.5,57200,20150627,J2000,0.24341047,3.148090562,2.381812359,17.01864135,172.1230562,193.74911,248.1956065,3.914368766,0.176454707,2457834.115,20170321.62,2040.183604,5.585718285,1.38259,538.0625503,3.096,5.91E-08,3.16E-08,0.000000187,0.00000689,0.000018533,0.000022132,0.000016215,3.93E-08,2.66E-09,0.000098541,0.000030709,MBA,Otto Matic,13791,28386,42177,920,0,0,0,0.55,0,0,0,0,0
a0011179,2011179, 11179 (1998 FB109),11179,0,0,N,N,13.8,0,4785.00,171.00,0,0,0,4993.86,0,0.0161,0,0,0,0,0,0,0,0,285.26,JPL 14,2457200.5,57200,20150627,J2000,0.083228588,2.54903532,2.336882709,5.478261802,330.8890567,132.9134308,162.7327192,2.76118793,0.242181126,2456528.554,20130824.05,1486.490735,4.069789828,1.35829,528.6057193,3.43,5.18E-08,1.82E-08,0.000000136,0.00000992,0.000073133,0.00015818,0.00013086,1.97E-08,2.59E-09,0.00054245,0.000015882,MBA,Otto Matic,12700,29090,41790,890,0,0,0,0.52,0,0,0,0,0
a0011221,2011221, 11221 (1999 JO26),11221,0,0,N,N,11.9,0,21635.00,220.00,0,0,0,22909.59,0,0.0703,15.7976,0,0,0,0,0,0,0,1258.44,JPL 15,2457200.5,57200,20150627,J2000,0.109901654,3.22538925,2.870913636,12.52206899,49.71648283,262.1173533,208.711888,3.579864865,0.170149577,2458089.648,20171202.15,2115.785459,5.792704885,1.8921,736.348557,3.141,5.74E-08,3.56E-08,0.000000181,0.000006583,0.000028819,0.000044086,0.000036928,3.95E-08,2.82E-09,0.00022222,0.000035045,OMB,Otto Matic,14233,27882,42115,1100,0,0,0,0.54,0,0,0,0,0
a0011232,2011232, 11232 (1999 JA77),11232,0,0,N,N,12.4,0,19343.00,153.00,0,0,0,20739.09,0,0.0264,6.7393,0,0,0,0,0,0,0,907.21,JPL 17,2457200.5,57200,20150627,J2000,0.071934219,3.192688216,2.963024682,11.29827597,91.22171917,155.5362529,277.80812,3.42235175,0.172770389,2457676.229,20161014.73,2083.6904,5.704833402,1.95252,759.8622084,3.162,5.87E-08,4.06E-08,0.000000198,0.00000628,0.000032921,0.000066716,0.000064269,4.35E-08,3.29E-09,0.00037721,0.000039738,MBA,Otto Matic,13385,28766,42151,1134,0,0,0,0.5,0,0,0,0,0
a0011249,2011249, 11249 Etna (1971 FD),11249,Etna,0,N,N,12,0,9970.00,880.00,0,0,0,13270.64,0,0,0,0,0,0,0,0,0,0,2109.42,JPL 14,2457200.5,57200,20150627,J2000,0.194677394,3.954712782,3.184819602,14.43608184,4.016220879,298.6034902,117.0783852,4.724605962,0.125323251,2456266.289,20121204.79,2872.571506,7.864672158,2.20414,857.7851638,2.972,7.26E-08,6.77E-08,0.000000279,0.00001061,0.000025273,0.000036888,0.000027764,8.09E-08,3.22E-09,0.00021549,0.000073792,OMB,Otto Matic,16037,26016,42053,710,0,0,0,0.56,0,0,0,0,0
a0011271,2011271, 11271 (1988 KB),11271,0,0,N,N,13.1,0,6810.00,70.00,0,0,0,6380.28,0,0,6.362,0,0,0,0,0,0,0,334.39,JPL 9,2457200.5,57200,20150627,J2000,0.238792846,2.35761924,1.794636633,25.65754582,88.84264476,145.7420241,182.7244655,2.920601846,0.272266102,2457851.611,20170408.11,1322.235848,3.620084456,0.813767,316.6937034,3.385,7.32E-08,1.78E-08,0.00000018,0.00000674,0.000016897,0.000023432,0.000019691,2.21E-08,3.09E-09,0.000077684,0.000014988,MBA,Otto Matic,9724,32277,42001,786,0,0,0,0.45,0,0,0,0,0
a0011313,2011313, 11313 Kugelgen (1994 GE10),11313,Kugelgen,0,N,N,14.2,0,3995.00,130.00,0,0,0,5274.11,0,0.0127,0,0,0,0,0,0,0,0,1941.22,JPL 13,2457200.5,57200,20150627,J2000,0.041226559,2.424069245,2.324133212,1.158024111,100.5776248,332.0910407,328.9394508,2.524005278,0.261147902,2457319.439,20151023.94,1378.529166,3.774207163,1.3392,521.176464,3.51,0.000000044,1.62E-08,0.000000112,0.0000048,0.00027249,0.00028328,0.000076181,1.69E-08,2.62E-09,0.00029211,0.000013819,MBA,Otto Matic,14355,27907,42262,1106,0,0,0,0.52,0,0,0,0,0
a0011351,2011351, 11351 (1997 TS25),11351,0,0,N,N,10.7,0,31450.00,440.00,0,0,0,36387.80,0,0.0627,515,0,0,0,0,0,0,0,2968.17,JPL 12,2457200.5,57200,20150627,J2000,0.064130574,5.281134853,4.942452644,11.56209579,251.0884085,161.5369575,176.2045872,5.619817062,0.081210688,2455030.778,20090718.28,4432.91407,12.13665728,3.95671,1539.832831,2.955,8.18E-08,0.000000176,0.000000419,0.00000809,0.000042695,0.000081779,0.00007398,0.000000187,4.06E-09,0.00087054,0.00022139,TJN,Otto Matic,12073,30157,42230,733,0,0,0,0.5,0,0,0,0,0
a0011386,2011386, 11386 (1998 TA18),11386,0,0,N,N,13.6,0,12600.00,70.00,0,0,0,12496.69,0,0.0458,0,0,0,0,0,0,0,0,637.65,JPL 16,2457200.5,57200,20150627,J2000,0.277752943,2.34961884,1.697005293,6.863201368,261.3886866,97.38935916,239.8862035,3.002232387,0.273657875,2457639.42,20160907.92,1315.511202,3.60167338,0.710723,276.5920699,3.496,5.46E-08,1.74E-08,0.000000126,0.00000616,0.000049062,0.000050734,0.000018472,2.22E-08,3.03E-09,0.000071259,0.000014585,MBA,Otto Matic,15163,27023,42186,1003,0,0,0,0.52,0,0,0,0,0
a0011395,2011395, 11395 (1998 XN77),11395,0,0,N,N,9.8,0,72750.00,13310.00,0,0,0,94423.70,0,0.0669,13.7,0,0,0,0,0,0,0,6228.56,JPL 46,2457200.5,57200,20150627,J2000,0.066365407,5.215005738,4.868909757,24.13757386,213.2412834,117.421951,234.199647,5.561101718,0.082760268,2458720.557,20190825.06,4349.913419,11.90941388,3.93132,1529.951804,2.821,7.83E-08,0.000000177,0.000000419,0.00000879,0.000017606,0.000077371,0.000082762,0.000000189,4.21E-09,0.0010435,0.00022151,TJN,Otto Matic,8920,33279,42199,953,0,0,0,0.52,0,0,0,0,0
a0011396,2011396, 11396 (1998 XZ77),11396,0,0,N,N,10.6,0,37700.00,760.00,0,0,0,43726.40,0,0.0469,0,0,0,0,0,0,0,0,3012.21,JPL 15,2457200.5,57200,20150627,J2000,0.063152981,5.213538556,4.884288055,12.58248274,195.6947684,176.8709598,194.2914323,5.542789057,0.082795206,2459201.927,20201218.43,4348.077851,11.90438837,3.88499,1511.921558,2.948,8.77E-08,0.00000013,0.000000462,0.00000933,0.00002973,0.000064827,0.000062241,0.000000139,3.11E-09,0.00077594,0.00016317,TJN,Otto Matic,23233,18937,42170,824,0,0,0,0.5,0,0,0,0,0
a0011398,2011398, 11398 (1998 YP11),11398,0,0,Y,N,16.3,0,1316.00,349.00,0,0,0,1778.12,0,0,38.6,0,0,0,0,Sr,0,0,363.26,JPL 174,2457200.5,57200,20150627,J2000,0.388727138,1.720649374,1.051786268,15.02625595,144.8219493,74.63564,62.50494106,2.389512479,0.436682213,2457057.364,20150203.86,824.3981298,2.257079069,0.203189,79.07506313,4.047,1.94E-08,2.55E-09,3.36E-08,0.00000453,0.00000974,0.000013209,0.0000055,3.54E-09,9.69E-10,0.000012399,0.00000183,AMO,Otto Matic,11973,30321,42294,1228,0,0,0,0.54,0,0,0,0,0
a0011500,2011500, 11500 Tomaiyowit (1989 UR),11500,Tomaiyowit,0,Y,Y,18.3,0,738.00,6.00,0,0,0,1127.25,0,0,73,0,0,0,0,S,0,0,418.39,JPL 88,2457200.5,57200,20150627,J2000,0.355883777,1.079874095,0.695564423,10.30925871,234.4595387,289.4198459,216.9509296,1.464183766,0.878303047,2457363.37,20151206.87,409.8813058,1.122193856,0.0345036,13.42776601,5.656,6.93E-08,1.03E-09,7.46E-08,0.00000667,0.000012014,0.000014412,0.00000777,1.40E-09,1.26E-09,0.00000898,0.000000587,APO,Otto Matic,9403,32806,42209,433,0,1,0,0.52,0,0,0,0,0
a0011542,2011542, 11542 Solikamsk (1992 SU21),11542,Solikamsk,0,N,N,11.4,0,29690.00,190.00,0,0,0,28737.08,0,0.0216,0,0,0,0,0,0,0,0,1386.48,JPL 9,2457200.5,57200,20150627,J2000,0.240717958,3.956478246,3.004082881,6.868796328,16.77004336,49.67526571,270.2652111,4.908873612,0.125239378,2457917.006,20170612.51,2874.495282,7.86993917,2.02422,787.7656974,2.996,6.09E-08,0.000000068,0.00000026,0.0000087,0.000052942,0.000056079,0.000023179,8.44E-08,3.23E-09,0.00019813,0.000074157,OMB,Otto Matic,30913,11349,42262,1093,0,0,0,0.51,0,0,0,0,0
a0011549,2011549, 11549 (1992 YY),11549,0,0,N,N,12.1,0,10540.00,90.00,0,0,0,10321.00,0,0,2.671,0,0,0,0,0,0,0,868.18,JPL 16,2457200.5,57200,20150627,J2000,0.088642492,2.532002411,2.307559407,11.43703234,268.2723612,327.5307798,87.06978374,2.756445414,0.244628978,2456844.574,20140706.07,1471.616332,4.029065934,1.3022,506.777174,3.417,7.87E-08,1.64E-08,0.000000198,0.00000667,0.000041,0.00005873,0.000042096,1.78E-08,2.37E-09,0.00017217,0.000014276,MBA,Otto Matic,20418,21852,42270,1011,0,0,0,0.54,0,0,0,0,0
a0011645,2011645, 11645 (1997 BY1),11645,0,0,N,N,13.8,0,8641.00,146.00,0,0,0,10079.41,0,0.0988,0,0,0,0,0,0,0,0,392.03,JPL 19,2457200.5,57200,20150627,J2000,0.186148859,2.551162156,2.076266232,12.98541339,131.452773,238.0759231,298.2069185,3.02605808,0.241878339,2457455.972,20160308.47,1488.351546,4.074884451,1.10485,429.9744745,3.38,5.63E-08,1.97E-08,0.000000146,0.00000801,0.000022525,0.000032308,0.000024439,2.33E-08,2.79E-09,0.0001021,0.000017198,MBA,Otto Matic,8709,33521,42230,929,0,0,0,0.52,0,0,0,0,0
a0011739,2011739, 11739 Baton Rouge (1998 SG27),11739,Baton Rouge,0,N,N,11.9,0,16740.00,1040.00,0,0,0,19256.33,0,0,0,0,0,0,0,0,0,0,2904.41,JPL 13,2457200.5,57200,20150627,J2000,0.252296226,3.93152229,2.939614055,12.11090424,269.7234699,115.5574441,17.80474053,4.923430524,0.126433733,2457059.677,20150206.18,2847.341384,7.795595848,1.9713,767.170821,2.968,7.96E-08,5.73E-08,0.000000327,0.00000781,0.000043648,0.000047447,0.000016398,7.17E-08,2.76E-09,0.0001289,0.000062195,OMB,Otto Matic,13923,28110,42033,789,0,0,0,0.47,0,0,0,0,0
a0011885,2011885, 11885 Summanus (1990 SS),11885,Summanus,0,Y,N,18.5,0,1298.00,446.00,0,0,0,4453.14,0,0,7.358,0,0,0,0,0,0,0,772.33,JPL 44,2457200.5,57200,20150627,J2000,0.474793725,1.703289873,0.89457853,19.41968585,359.8911988,116.0763148,352.0647207,2.512001217,0.443375026,2457218.397,20150714.9,811.9537155,2.223008119,0.0675321,26.28146736,4.005,5.58E-08,2.38E-09,9.47E-08,0.000023934,0.00000948,0.000016113,0.00000738,3.51E-09,9.29E-10,0.000016656,0.000001701,APO,Otto Matic,7504,33141,40645,237,0,0,0,0.41,0,0,0,0,0
a0011990,2011990, 11990 (1995 WM6),11990,0,0,N,N,13.7,0,10331.00,36.00,0,0,0,10766.04,0,0.0593,0,0,0,0,0,0,0,0,370.88,JPL 14,2457200.5,57200,20150627,J2000,0.176402713,2.675547759,2.203573874,3.326008262,196.8851486,280.474134,122.183593,3.147521644,0.225208622,2456657.965,20131231.46,1598.517843,4.376503335,1.22328,476.0638776,3.354,4.76E-08,2.04E-08,0.000000126,0.00000608,0.000088548,0.000090554,0.000017298,0.000000024,2.57E-09,0.00007644,0.000018263,MBA,Otto Matic,12365,29857,42222,1055,0,0,0,0.52,0,0,0,0,0
a0012003,2012003, 12003 Hideosugai (1996 FM5),12003,Hideosugai,0,N,N,12.1,0,22751.00,525.00,0,0,0,22785.87,0,0.0276,0,0,0,0,0,0,0,0,1563.35,JPL 18,2457200.5,57200,20150627,J2000,0.091561801,3.362095141,3.054255654,9.828694504,10.60774004,78.42393411,148.5806606,3.669934629,0.159878136,2456271.163,20121209.66,2251.715023,6.164859749,2.09129,813.8673293,3.125,5.14E-08,0.000000035,0.000000169,0.00000739,0.000031485,0.000056251,0.000046025,3.82E-08,2.50E-09,0.00028179,0.000035158,OMB,Otto Matic,14473,27704,42177,992,0,0,0,0.49,0,0,0,0,0
a0012080,2012080, 12080 (1998 FC111),12080,0,0,N,N,12.4,0,10160.00,169.00,0,0,0,11882.99,0,0.0356,16.3342,0,0,0,0,0,0,0,1136.22,JPL 14,2457200.5,57200,20150627,J2000,0.09333251,3.01020754,2.729257316,9.027540897,272.0801643,27.36725926,19.42077109,3.291157764,0.188716301,2457097.59,20150316.09,1907.625353,5.222793575,1.71679,668.1231643,3.224,6.42E-08,3.09E-08,0.000000201,0.00000664,0.000049275,0.000066412,0.000043334,3.38E-08,2.91E-09,0.00022975,0.000029381,MBA,Otto Matic,13138,29127,42265,1022,0,0,0,0.48,0,0,0,0,0
a0012098,2012098, 12098 (1998 HV122),12098,0,0,N,N,12.8,0,15649.00,264.00,0,0,0,15076.31,0,0.0422,0,0,0,0,0,0,0,0,1383.31,JPL 13,2457200.5,57200,20150627,J2000,0.212666205,3.106996011,2.446242961,10.28203202,96.47776429,261.272006,290.259686,3.767749062,0.179967063,2457588.017,20160718.52,2000.366028,5.476703706,1.46836,571.4416612,3.161,6.01E-08,3.86E-08,0.000000196,0.000006444,0.000033063,0.000036601,0.000020421,4.68E-08,3.35E-09,0.00011788,0.000037262,MBA,Otto Matic,13353,28846,42199,912,0,0,0,0.52,0,0,0,0,0
a0012444,2012444, 12444 Prothoon (1996 GE19),12444,Prothoon,0,N,N,9.8,0,54390.00,960.00,0,0,0,59254.07,0,0.039,15.82,0,0,0,0,0,0,0,12814.23,JPL 17,2457200.5,57200,20150627,J2000,0.070486209,5.249817316,4.879777595,30.8238687,213.2136962,64.98592235,158.0153568,5.619857036,0.081938458,2455272.036,20100316.54,4393.541301,12.02886051,3.96592,1543.417086,2.712,7.01E-08,0.000000128,0.000000363,0.0000097,0.000011467,0.000067086,0.000068039,0.000000137,0.000000003,0.00081206,0.0001606,TJN,Otto Matic,7115,35148,42263,1033,0,0,0,0.52,0,0,0,0,0
a0012445,2012445, 12445 Sirataka (1996 HE2),12445,Sirataka,0,N,N,12.5,0,11162.00,233.00,0,0,0,11824.98,0,0.0278,0,0,0,0,0,0,0,0,632.54,JPL 9,2457200.5,57200,20150627,J2000,0.031209017,3.110388339,3.013316175,10.09325162,72.32365376,187.5183363,143.3566671,3.207460502,0.179672724,2456402.623,20130420.12,2003.643027,5.48567564,1.99835,777.6978695,3.195,6.02E-08,3.77E-08,0.000000175,0.00000627,0.000047461,0.00015814,0.00015158,3.89E-08,3.27E-09,0.0008441,0.000036442,MBA,Otto Matic,7089,35179,42268,966,0,0,0,0.54,0,0,0,0,0
a0012466,2012466, 12466 (1997 AS12),12466,0,0,N,N,13.8,0,4701.00,260.00,0,0,0,5070.46,0,0,2.675,0,0,0,0,0,0,0,220.84,JPL 12,2457200.5,57200,20150627,J2000,0.17968649,2.438554916,2.000379543,9.566094141,107.2652241,127.6629955,209.4216348,2.876730288,0.258824428,2457782.278,20170128.78,1390.90426,3.808088323,1.00422,390.8122974,3.462,6.67E-08,1.68E-08,0.000000162,0.000006072,0.000044281,0.000047003,0.000018663,1.98E-08,2.67E-09,0.00007457,0.000014335,MBA,Otto Matic,10009,32038,42047,881,0,0,0,0.51,0,0,0,0,0
a0012481,2012481, 12481 Streuvels (1997 EW47),12481,Streuvels,0,N,N,13.4,0,12584.00,261.00,0,0,0,13887.17,0,0.0409,0,0,0,0,0,0,0,0,1571.56,JPL 14,2457200.5,57200,20150627,J2000,0.153704331,2.783845651,2.355956518,9.122043311,195.8642947,66.14894951,287.2499986,3.211734783,0.212195586,2457543.344,20160603.84,1696.548015,4.644895318,1.3589,528.843113,3.296,5.46E-08,2.61E-08,0.000000159,0.00000761,0.000037237,0.000046929,0.000031377,3.01E-08,2.98E-09,0.00015029,0.000023835,MBA,Otto Matic,13615,28554,42169,1127,0,0,0,0.51,0,0,0,0,0
a0012714,2012714, 12714 Alkimos (1991 GX1),12714,Alkimos,0,N,N,10.2,0,45610.00,760.00,0,0,0,56840.26,0,0.036,28.48,0,0,0,0,0,0,0,3774.26,JPL 13,2457200.5,57200,20150627,J2000,0.036691766,5.226407985,5.034641849,9.508005889,298.9076831,164.3810637,114.5767018,5.418174122,0.082489583,2455811.516,20110907.02,4364.187389,11.94849388,4.05311,1577.348819,2.971,7.62E-08,0.000000161,0.000000381,0.00000841,0.000040313,0.0001099,0.00010069,0.000000167,3.82E-09,0.0012325,0.00020218,TJN,Otto Matic,9234,32928,42162,890,0,0,0,0.47,0,0,0,0,0
a0012923,2012923, 12923 Zephyr (1999 GK4),12923,Zephyr,0,Y,Y,15.8,0,2060.00,13.00,0,0,0,4296.73,0,0,3.891,0,0,0,0,S,0,0,356.69,JPL 188,2457200.5,57200,20150627,J2000,0.491970433,1.96209841,0.996804006,5.303930464,168.2123143,147.0689635,272.2350637,2.927392814,0.358610412,2457445.236,20160226.74,1003.874923,2.748459749,0.0216383,8.420977211,3.717,4.12E-08,5.31E-09,8.05E-08,0.00000522,0.000046753,0.000047185,0.00000769,7.93E-09,1.46E-09,0.000022084,0.00000408,APO,Otto Matic,21954,20200,42154,954,0,0,0,0.61,0,0,0,0,0
a0012983,2012983, 12983 (1979 OH1),12983,0,0,N,N,12.8,0,15635.00,39.00,0,0,0,16374.40,0,0.0156,0,0,0,0,0,0,0,0,1286.82,JPL 11,2457200.5,57200,20150627,J2000,0.067014108,3.184231691,2.970843244,12.30555771,137.2098093,109.3146521,160.5042448,3.397620138,0.173459098,2456275.185,20121213.69,2075.417227,5.682182689,1.98521,772.5841757,3.159,6.13E-08,0.000000033,0.000000197,0.00000782,0.000036245,0.000075591,0.00006838,3.52E-08,2.70E-09,0.00039098,0.000032274,MBA,Otto Matic,12960,29060,42020,785,0,0,0,0.51,0,0,0,0,0
a0013124,2013124, 13124 (1994 PS),13124,0,0,N,N,13.5,0,9439.00,86.00,0,0,0,11098.10,0,0.0383,0,0,0,0,0,0,0,0,279.91,JPL 12,2457200.5,57200,20150627,J2000,0.107958215,2.348571134,2.095023585,11.2283146,154.3499452,31.40315603,75.28097341,2.602118682,0.273841015,2456925.592,20140925.09,1314.631411,3.599264643,1.10685,430.7528145,3.526,5.62E-08,1.47E-08,0.000000131,0.00000638,0.000028964,0.000040719,0.00002817,1.62E-08,2.56E-09,0.00010255,0.000012306,MBA,Otto Matic,7661,34560,42221,953,0,0,0,0.5,0,0,0,0,0
